day,area,roomId,areaNum,pos
49,3,55,2,(61:34)
49,3,78,3,(46:35)
49,3,66,3,(41:34)
50,0,68,3,(28:34)
50,0,6,0,(31:8)
50,0,12,0,(30:6)
50,0,5,0,(32:2)
50,0,8,0,(28:4)
50,0,14,0,(23:0)
50,0,9,0,(19:1)
50,0,7,0,(14:3)
50,0,18,0,(7:5)
50,0,13,0,(0:9)
50,0,17,0,(8:8)
50,0,19,0,(19:8)
50,0,11,0,(20:9)
50,0,2,0,(16:14)
50,0,15,0,(7:13)
50,0,1,0,(10:14)
50,0,10,0,(13:24)
50,0,16,0,(3:24)
50,0,97,4,(6:36)
50,0,99,4,(6:55)
51,2,28,1,(41:24)
51,2,39,1,(44:1)
51,2,27,1,(51:7)
51,2,38,1,(58:15)
51,2,25,1,(58:21)
51,2,29,1,(70:18)
51,2,59,2,(71:33)
51,2,48,2,(71:36)
51,2,55,2,(61:34)
51,2,46,2,(65:37)
51,2,57,2,(66:42)
51,2,45,2,(67:53)
51,2,43,2,(73:53)
51,2,52,2,(70:72)
51,2,58,2,(61:64)
51,2,49,2,(61:61)
51,2,51,2,(55:61)
51,2,53,2,(56:52)
51,2,54,2,(63:51)
51,2,47,2,(55:40)
52,1,79,3,(31:66)
52,1,88,4,(3:66)
52,1,98,4,(4:55)
52,1,99,4,(6:55)
52,1,89,4,(1:51)
52,1,18,0,(7:5)
52,1,19,0,(19:8)
52,1,9,0,(19:1)
52,1,5,0,(32:2)
52,1,24,1,(46:0)
52,1,35,1,(47:0)
52,1,26,1,(69:6)
52,1,34,1,(70:12)
52,1,23,1,(69:18)
52,1,30,1,(64:16)
52,1,36,1,(53:18)
52,1,20,1,(53:23)
52,1,37,1,(49:20)
52,1,21,1,(48:22)
52,1,33,1,(41:26)
53,4,78,3,(46:35)
53,4,69,3,(39:40)
53,4,67,3,(34:62)
53,4,72,3,(31:72)
53,4,93,4,(12:72)
53,4,94,4,(6:72)
53,4,86,4,(1:72)
53,4,90,4,(2:68)
53,4,87,4,(5:68)
53,4,85,4,(8:60)
53,4,83,4,(13:53)
53,4,82,4,(14:53)
53,4,91,4,(15:53)
53,4,84,4,(17:48)
53,4,95,4,(20:45)
53,4,92,4,(9:44)
53,4,96,4,(8:42)
53,4,80,4,(3:45)
53,4,97,4,(6:36)
53,4,68,3,(28:34)
54,3,65,3,(29:37)
54,3,74,3,(33:40)
54,3,75,3,(32:45)
54,3,63,3,(29:51)
54,3,79,3,(31:66)
54,3,51,2,(55:61)
54,3,58,2,(61:64)
54,3,49,2,(61:61)
54,3,55,2,(61:34)
54,3,48,2,(71:36)
54,3,47,2,(55:40)
54,3,42,2,(54:43)
54,3,50,2,(53:49)
54,3,61,3,(46:50)
54,3,73,3,(40:50)
54,3,70,3,(39:51)
54,3,71,3,(42:46)
54,3,62,3,(38:43)
54,3,66,3,(41:34)
54,3,60,3,(37:37)
55,0,97,4,(6:36)
55,0,99,4,(6:55)
55,0,98,4,(4:55)
55,0,89,4,(1:51)
55,0,16,0,(3:24)
55,0,4,0,(13:15)
55,0,2,0,(16:14)
55,0,11,0,(20:9)
55,0,19,0,(19:8)
55,0,17,0,(8:8)
55,0,13,0,(0:9)
55,0,18,0,(7:5)
55,0,0,0,(9:0)
55,0,7,0,(14:3)
55,0,9,0,(19:1)
55,0,14,0,(23:0)
55,0,8,0,(28:4)
55,0,5,0,(32:2)
55,0,12,0,(30:6)
55,0,6,0,(31:8)
56,2,28,1,(41:24)
56,2,39,1,(44:1)
56,2,38,1,(58:15)
56,2,25,1,(58:21)
56,2,29,1,(70:18)
56,2,59,2,(71:33)
56,2,48,2,(71:36)
56,2,46,2,(65:37)
56,2,57,2,(66:42)
56,2,47,2,(55:40)
56,2,53,2,(56:52)
56,2,44,2,(55:56)
56,2,56,2,(56:64)
56,2,58,2,(61:64)
56,2,49,2,(61:61)
56,2,40,2,(73:69)
56,2,43,2,(73:53)
56,2,45,2,(67:53)
56,2,54,2,(63:51)
56,2,50,2,(53:49)
57,1,78,3,(46:35)
57,1,33,1,(41:26)
57,1,21,1,(48:22)
57,1,37,1,(49:20)
57,1,20,1,(53:23)
57,1,32,1,(62:22)
57,1,30,1,(64:16)
57,1,23,1,(69:18)
57,1,34,1,(70:12)
57,1,26,1,(69:6)
57,1,27,1,(51:7)
57,1,31,1,(51:10)
57,1,35,1,(47:0)
57,1,24,1,(46:0)
57,1,6,0,(31:8)
57,1,9,0,(19:1)
57,1,88,4,(3:66)
57,1,95,4,(20:45)
57,1,68,3,(28:34)
57,1,69,3,(39:40)
58,4,65,3,(29:37)
58,4,84,4,(17:48)
58,4,91,4,(15:53)
58,4,82,4,(14:53)
58,4,83,4,(13:53)
58,4,99,4,(6:55)
58,4,98,4,(4:55)
58,4,96,4,(8:42)
58,4,97,4,(6:36)
58,4,80,4,(3:45)
58,4,89,4,(1:51)
58,4,85,4,(8:60)
58,4,87,4,(5:68)
58,4,93,4,(12:72)
58,4,79,3,(31:66)
58,4,76,3,(40:65)
58,4,70,3,(39:51)
58,4,49,2,(61:61)
58,4,47,2,(55:40)
58,4,66,3,(41:34)
59,3,60,3,(37:37)
59,3,69,3,(39:40)
59,3,62,3,(38:43)
59,3,73,3,(40:50)
59,3,61,3,(46:50)
59,3,71,3,(42:46)
59,3,75,3,(32:45)
59,3,68,3,(28:34)
59,3,63,3,(29:51)
59,3,72,3,(31:72)
59,3,67,3,(34:62)
59,3,77,3,(42:58)
59,3,51,2,(55:61)
59,3,58,2,(61:64)
59,3,48,2,(71:36)
59,3,59,2,(71:33)
59,3,55,2,(61:34)
59,3,78,3,(46:35)
59,3,39,1,(44:1)
59,3,28,1,(41:24)
60,0,66,3,(41:34)
60,0,6,0,(31:8)
60,0,5,0,(32:2)
60,0,8,0,(28:4)
60,0,14,0,(23:0)
60,0,9,0,(19:1)
60,0,7,0,(14:3)
60,0,18,0,(7:5)
60,0,17,0,(8:8)
60,0,19,0,(19:8)
60,0,11,0,(20:9)
60,0,2,0,(16:14)
60,0,15,0,(7:13)
60,0,1,0,(10:14)
60,0,4,0,(13:15)
60,0,3,0,(14:17)
60,0,10,0,(13:24)
60,0,16,0,(3:24)
60,0,88,4,(3:66)
60,0,98,4,(4:55)
61,2,47,2,(55:40)
61,2,42,2,(54:43)
61,2,50,2,(53:49)
61,2,53,2,(56:52)
61,2,45,2,(67:53)
61,2,43,2,(73:53)
61,2,52,2,(70:72)
61,2,58,2,(61:64)
61,2,49,2,(61:61)
61,2,56,2,(56:64)
61,2,51,2,(55:61)
61,2,44,2,(55:56)
61,2,54,2,(63:51)
61,2,57,2,(66:42)
61,2,46,2,(65:37)
61,2,48,2,(71:36)
61,2,59,2,(71:33)
61,2,29,1,(70:18)
61,2,38,1,(58:15)
61,2,55,2,(61:34)
62,1,28,1,(41:24)
62,1,21,1,(48:22)
62,1,37,1,(49:20)
62,1,20,1,(53:23)
62,1,25,1,(58:21)
62,1,32,1,(62:22)
62,1,22,1,(64:24)
62,1,23,1,(69:18)
62,1,34,1,(70:12)
62,1,26,1,(69:6)
62,1,30,1,(64:16)
62,1,36,1,(53:18)
62,1,31,1,(51:10)
62,1,27,1,(51:7)
62,1,35,1,(47:0)
62,1,24,1,(46:0)
62,1,39,1,(44:1)
62,1,6,0,(31:8)
62,1,68,3,(28:34)
62,1,89,4,(1:51)
63,4,78,3,(46:35)
63,4,69,3,(39:40)
63,4,79,3,(31:66)
63,4,93,4,(12:72)
63,4,86,4,(1:72)
63,4,87,4,(5:68)
63,4,90,4,(2:68)
63,4,81,4,(1:65)
63,4,88,4,(3:66)
63,4,85,4,(8:60)
63,4,99,4,(6:55)
63,4,98,4,(4:55)
63,4,83,4,(13:53)
63,4,82,4,(14:53)
63,4,91,4,(15:53)
63,4,84,4,(17:48)
63,4,92,4,(9:44)
63,4,96,4,(8:42)
63,4,80,4,(3:45)
63,4,97,4,(6:36)
64,3,66,3,(41:34)
64,3,68,3,(28:34)
64,3,65,3,(29:37)
64,3,74,3,(33:40)
64,3,75,3,(32:45)
64,3,63,3,(29:51)
64,3,70,3,(39:51)
64,3,77,3,(42:58)
64,3,67,3,(34:62)
64,3,72,3,(31:72)
64,3,64,3,(45:70)
64,3,76,3,(40:65)
64,3,49,2,(61:61)
64,3,53,2,(56:52)
64,3,47,2,(55:40)
64,3,61,3,(46:50)
64,3,73,3,(40:50)
64,3,71,3,(42:46)
64,3,62,3,(38:43)
64,3,60,3,(37:37)
65,0,99,4,(6:55)
65,0,89,4,(1:51)
65,0,16,0,(3:24)
65,0,13,0,(0:9)
65,0,17,0,(8:8)
65,0,15,0,(7:13)
65,0,1,0,(10:14)
65,0,4,0,(13:15)
65,0,3,0,(14:17)
65,0,11,0,(20:9)
65,0,19,0,(19:8)
65,0,7,0,(14:3)
65,0,18,0,(7:5)
65,0,0,0,(9:0)
65,0,9,0,(19:1)
65,0,14,0,(23:0)
65,0,5,0,(32:2)
65,0,8,0,(28:4)
65,0,12,0,(30:6)
65,0,6,0,(31:8)
66,2,28,1,(41:24)
66,2,39,1,(44:1)
66,2,38,1,(58:15)
66,2,29,1,(70:18)
66,2,59,2,(71:33)
66,2,48,2,(71:36)
66,2,55,2,(61:34)
66,2,46,2,(65:37)
66,2,57,2,(66:42)
66,2,54,2,(63:51)
66,2,45,2,(67:53)
66,2,43,2,(73:53)
66,2,40,2,(73:69)
66,2,58,2,(61:64)
66,2,49,2,(61:61)
66,2,56,2,(56:64)
66,2,44,2,(55:56)
66,2,53,2,(56:52)
66,2,42,2,(54:43)
66,2,47,2,(55:40)
67,1,68,3,(28:34)
67,1,88,4,(3:66)
67,1,18,0,(7:5)
67,1,39,1,(44:1)
67,1,35,1,(47:0)
67,1,27,1,(51:7)
67,1,31,1,(51:10)
67,1,38,1,(58:15)
67,1,25,1,(58:21)
67,1,32,1,(62:22)
67,1,23,1,(69:18)
67,1,29,1,(70:18)
67,1,34,1,(70:12)
67,1,26,1,(69:6)
67,1,30,1,(64:16)
67,1,36,1,(53:18)
67,1,37,1,(49:20)
67,1,21,1,(48:22)
67,1,28,1,(41:24)
67,1,33,1,(41:26)
68,4,78,3,(46:35)
68,4,77,3,(42:58)
68,4,79,3,(31:66)
68,4,88,4,(3:66)
68,4,90,4,(2:68)
68,4,86,4,(1:72)
68,4,87,4,(5:68)
68,4,85,4,(8:60)
68,4,83,4,(13:53)
68,4,91,4,(15:53)
68,4,82,4,(14:53)
68,4,99,4,(6:55)
68,4,98,4,(4:55)
68,4,89,4,(1:51)
68,4,80,4,(3:45)
68,4,97,4,(6:36)
68,4,96,4,(8:42)
68,4,92,4,(9:44)
68,4,95,4,(20:45)
68,4,69,3,(39:40)
69,3,28,1,(41:24)
69,3,66,3,(41:34)
69,3,78,3,(46:35)
69,3,48,2,(71:36)
69,3,57,2,(66:42)
69,3,49,2,(61:61)
69,3,58,2,(61:64)
69,3,76,3,(40:65)
69,3,79,3,(31:66)
69,3,67,3,(34:62)
69,3,75,3,(32:45)
69,3,74,3,(33:40)
69,3,68,3,(28:34)
69,3,65,3,(29:37)
69,3,63,3,(29:51)
69,3,70,3,(39:51)
69,3,73,3,(40:50)
69,3,61,3,(46:50)
69,3,71,3,(42:46)
69,3,62,3,(38:43)
70,0,99,4,(6:55)
70,0,16,0,(3:24)
70,0,10,0,(13:24)
70,0,3,0,(14:17)
70,0,4,0,(13:15)
70,0,2,0,(16:14)
70,0,1,0,(10:14)
70,0,15,0,(7:13)
70,0,13,0,(0:9)
70,0,18,0,(7:5)
70,0,0,0,(9:0)
70,0,17,0,(8:8)
70,0,11,0,(20:9)
70,0,19,0,(19:8)
70,0,9,0,(19:1)
70,0,7,0,(14:3)
70,0,8,0,(28:4)
70,0,5,0,(32:2)
70,0,12,0,(30:6)
70,0,6,0,(31:8)
71,2,42,2,(54:43)
71,2,44,2,(55:56)
71,2,51,2,(55:61)
71,2,56,2,(56:64)
71,2,49,2,(61:61)
71,2,58,2,(61:64)
71,2,40,2,(73:69)
71,2,52,2,(70:72)
71,2,45,2,(67:53)
71,2,53,2,(56:52)
71,2,54,2,(63:51)
71,2,57,2,(66:42)
71,2,46,2,(65:37)
71,2,48,2,(71:36)
71,2,59,2,(71:33)
71,2,29,1,(70:18)
71,2,25,1,(58:21)
71,2,38,1,(58:15)
71,2,39,1,(44:1)
71,2,28,1,(41:24)
72,1,66,3,(41:34)
72,1,33,1,(41:26)
72,1,28,1,(41:24)
72,1,37,1,(49:20)
72,1,36,1,(53:18)
72,1,27,1,(51:7)
72,1,31,1,(51:10)
72,1,38,1,(58:15)
72,1,32,1,(62:22)
72,1,22,1,(64:24)
72,1,29,1,(70:18)
72,1,23,1,(69:18)
72,1,26,1,(69:6)
72,1,35,1,(47:0)
72,1,24,1,(46:0)
72,1,8,0,(28:4)
72,1,6,0,(31:8)
72,1,89,4,(1:51)
72,1,98,4,(4:55)
72,1,69,3,(39:40)
73,4,65,3,(29:37)
73,4,75,3,(32:45)
73,4,63,3,(29:51)
73,4,77,3,(42:58)
73,4,76,3,(40:65)
73,4,67,3,(34:62)
73,4,93,4,(12:72)
73,4,86,4,(1:72)
73,4,88,4,(3:66)
73,4,87,4,(5:68)
73,4,85,4,(8:60)
73,4,99,4,(6:55)
73,4,83,4,(13:53)
73,4,82,4,(14:53)
73,4,91,4,(15:53)
73,4,84,4,(17:48)
73,4,92,4,(9:44)
73,4,96,4,(8:42)
73,4,97,4,(6:36)
73,4,68,3,(28:34)
74,3,69,3,(39:40)
74,3,71,3,(42:46)
74,3,50,2,(53:49)
74,3,73,3,(40:50)
74,3,70,3,(39:51)
74,3,76,3,(40:65)
74,3,67,3,(34:62)
74,3,79,3,(31:66)
74,3,64,3,(45:70)
74,3,58,2,(61:64)
74,3,49,2,(61:61)
74,3,43,2,(73:53)
74,3,45,2,(67:53)
74,3,46,2,(65:37)
74,3,38,1,(58:15)
74,3,18,0,(7:5)
74,3,74,3,(33:40)
74,3,66,3,(41:34)
74,3,78,3,(46:35)
74,3,60,3,(37:37)
75,0,6,0,(31:8)
75,0,12,0,(30:6)
75,0,5,0,(32:2)
75,0,8,0,(28:4)
75,0,14,0,(23:0)
75,0,9,0,(19:1)
75,0,7,0,(14:3)
75,0,0,0,(9:0)
75,0,15,0,(7:13)
75,0,17,0,(8:8)
75,0,19,0,(19:8)
75,0,11,0,(20:9)
75,0,2,0,(16:14)
75,0,4,0,(13:15)
75,0,3,0,(14:17)
75,0,16,0,(3:24)
75,0,89,4,(1:51)
75,0,98,4,(4:55)
75,0,99,4,(6:55)
75,0,95,4,(20:45)
76,2,55,2,(61:34)
76,2,47,2,(55:40)
76,2,53,2,(56:52)
76,2,44,2,(55:56)
76,2,51,2,(55:61)
76,2,56,2,(56:64)
76,2,58,2,(61:64)
76,2,49,2,(61:61)
76,2,40,2,(73:69)
76,2,52,2,(70:72)
76,2,45,2,(67:53)
76,2,54,2,(63:51)
76,2,57,2,(66:42)
76,2,46,2,(65:37)
76,2,48,2,(71:36)
76,2,59,2,(71:33)
76,2,26,1,(69:6)
76,2,38,1,(58:15)
76,2,39,1,(44:1)
76,2,28,1,(41:24)
77,1,68,3,(28:34)
77,1,8,0,(28:4)
77,1,18,0,(7:5)
77,1,9,0,(19:1)
77,1,35,1,(47:0)
77,1,27,1,(51:7)
77,1,31,1,(51:10)
77,1,36,1,(53:18)
77,1,30,1,(64:16)
77,1,23,1,(69:18)
77,1,29,1,(70:18)
77,1,34,1,(70:12)
77,1,38,1,(58:15)
77,1,25,1,(58:21)
77,1,20,1,(53:23)
77,1,37,1,(49:20)
77,1,21,1,(48:22)
77,1,28,1,(41:24)
77,1,33,1,(41:26)
77,1,69,3,(39:40)
78,4,65,3,(29:37)
78,4,84,4,(17:48)
78,4,91,4,(15:53)
78,4,82,4,(14:53)
78,4,83,4,(13:53)
78,4,92,4,(9:44)
78,4,96,4,(8:42)
78,4,97,4,(6:36)
78,4,80,4,(3:45)
78,4,89,4,(1:51)
78,4,98,4,(4:55)
78,4,99,4,(6:55)
78,4,85,4,(8:60)
78,4,88,4,(3:66)
78,4,81,4,(1:65)
78,4,86,4,(1:72)
78,4,94,4,(6:72)
78,4,93,4,(12:72)
78,4,76,3,(40:65)
78,4,78,3,(46:35)
79,3,66,3,(41:34)
79,3,78,3,(46:35)
79,3,47,2,(55:40)
79,3,48,2,(71:36)
79,3,59,2,(71:33)
79,3,45,2,(67:53)
79,3,49,2,(61:61)
79,3,58,2,(61:64)
79,3,50,2,(53:49)
79,3,73,3,(40:50)
79,3,70,3,(39:51)
79,3,63,3,(29:51)
79,3,79,3,(31:66)
79,3,67,3,(34:62)
79,3,77,3,(42:58)
79,3,71,3,(42:46)
79,3,62,3,(38:43)
79,3,69,3,(39:40)
79,3,68,3,(28:34)
79,3,60,3,(37:37)
80,0,95,4,(20:45)
80,0,96,4,(8:42)
80,0,88,4,(3:66)
80,0,16,0,(3:24)
80,0,13,0,(0:9)
80,0,17,0,(8:8)
80,0,18,0,(7:5)
80,0,7,0,(14:3)
80,0,9,0,(19:1)
80,0,8,0,(28:4)
80,0,5,0,(32:2)
80,0,6,0,(31:8)
80,0,11,0,(20:9)
80,0,19,0,(19:8)
80,0,2,0,(16:14)
80,0,1,0,(10:14)
80,0,15,0,(7:13)
80,0,4,0,(13:15)
80,0,3,0,(14:17)
80,0,10,0,(13:24)
81,2,55,2,(61:34)
81,2,47,2,(55:40)
81,2,53,2,(56:52)
81,2,44,2,(55:56)
81,2,51,2,(55:61)
81,2,56,2,(56:64)
81,2,58,2,(61:64)
81,2,49,2,(61:61)
81,2,54,2,(63:51)
81,2,45,2,(67:53)
81,2,43,2,(73:53)
81,2,57,2,(66:42)
81,2,46,2,(65:37)
81,2,48,2,(71:36)
81,2,59,2,(71:33)
81,2,29,1,(70:18)
81,2,26,1,(69:6)
81,2,38,1,(58:15)
81,2,39,1,(44:1)
81,2,28,1,(41:24)
82,1,33,1,(41:26)
82,1,28,1,(41:24)
82,1,21,1,(48:22)
82,1,37,1,(49:20)
82,1,36,1,(53:18)
82,1,20,1,(53:23)
82,1,25,1,(58:21)
82,1,32,1,(62:22)
82,1,22,1,(64:24)
82,1,23,1,(69:18)
82,1,34,1,(70:12)
82,1,30,1,(64:16)
82,1,38,1,(58:15)
82,1,31,1,(51:10)
82,1,27,1,(51:7)
82,1,8,0,(28:4)
82,1,9,0,(19:1)
82,1,89,4,(1:51)
82,1,68,3,(28:34)
82,1,69,3,(39:40)
83,4,74,3,(33:40)
83,4,78,3,(46:35)
83,4,77,3,(42:58)
83,4,67,3,(34:62)
83,4,93,4,(12:72)
83,4,86,4,(1:72)
83,4,87,4,(5:68)
83,4,88,4,(3:66)
83,4,85,4,(8:60)
83,4,99,4,(6:55)
83,4,98,4,(4:55)
83,4,80,4,(3:45)
83,4,97,4,(6:36)
83,4,96,4,(8:42)
83,4,92,4,(9:44)
83,4,83,4,(13:53)
83,4,91,4,(15:53)
83,4,84,4,(17:48)
83,4,95,4,(20:45)
83,4,65,3,(29:37)
84,3,62,3,(38:43)
84,3,75,3,(32:45)
84,3,71,3,(42:46)
84,3,73,3,(40:50)
84,3,50,2,(53:49)
84,3,47,2,(55:40)
84,3,29,1,(70:18)
84,3,59,2,(71:33)
84,3,45,2,(67:53)
84,3,49,2,(61:61)
84,3,58,2,(61:64)
84,3,76,3,(40:65)
84,3,67,3,(34:62)
84,3,79,3,(31:66)
84,3,63,3,(29:51)
84,3,65,3,(29:37)
84,3,68,3,(28:34)
84,3,66,3,(41:34)
84,3,78,3,(46:35)
84,3,69,3,(39:40)
85,0,6,0,(31:8)
85,0,12,0,(30:6)
85,0,8,0,(28:4)
85,0,5,0,(32:2)
85,0,14,0,(23:0)
85,0,9,0,(19:1)
85,0,7,0,(14:3)
85,0,18,0,(7:5)
85,0,15,0,(7:13)
85,0,13,0,(0:9)
85,0,17,0,(8:8)
85,0,19,0,(19:8)
85,0,11,0,(20:9)
85,0,2,0,(16:14)
85,0,4,0,(13:15)
85,0,10,0,(13:24)
85,0,16,0,(3:24)
85,0,89,4,(1:51)
85,0,98,4,(4:55)
85,0,99,4,(6:55)
86,2,28,1,(41:24)
86,2,25,1,(58:21)
86,2,38,1,(58:15)
86,2,26,1,(69:6)
86,2,29,1,(70:18)
86,2,48,2,(71:36)
86,2,47,2,(55:40)
86,2,42,2,(54:43)
86,2,54,2,(63:51)
86,2,53,2,(56:52)
86,2,44,2,(55:56)
86,2,51,2,(55:61)
86,2,56,2,(56:64)
86,2,58,2,(61:64)
86,2,49,2,(61:61)
86,2,52,2,(70:72)
86,2,45,2,(67:53)
86,2,57,2,(66:42)
86,2,46,2,(65:37)
86,2,55,2,(61:34)
87,1,66,3,(41:34)
87,1,69,3,(39:40)
87,1,75,3,(32:45)
87,1,68,3,(28:34)
87,1,97,4,(6:36)
87,1,18,0,(7:5)
87,1,9,0,(19:1)
87,1,8,0,(28:4)
87,1,39,1,(44:1)
87,1,24,1,(46:0)
87,1,35,1,(47:0)
87,1,27,1,(51:7)
87,1,31,1,(51:10)
87,1,36,1,(53:18)
87,1,20,1,(53:23)
87,1,25,1,(58:21)
87,1,22,1,(64:24)
87,1,34,1,(70:12)
87,1,37,1,(49:20)
87,1,33,1,(41:26)
88,4,95,4,(20:45)
88,4,84,4,(17:48)
88,4,91,4,(15:53)
88,4,82,4,(14:53)
88,4,83,4,(13:53)
88,4,92,4,(9:44)
88,4,96,4,(8:42)
88,4,80,4,(3:45)
88,4,89,4,(1:51)
88,4,98,4,(4:55)
88,4,99,4,(6:55)
88,4,85,4,(8:60)
88,4,88,4,(3:66)
88,4,90,4,(2:68)
88,4,86,4,(1:72)
88,4,94,4,(6:72)
88,4,93,4,(12:72)
88,4,79,3,(31:66)
88,4,77,3,(42:58)
88,4,78,3,(46:35)
89,3,60,3,(37:37)
89,3,66,3,(41:34)
89,3,28,1,(41:24)
89,3,38,1,(58:15)
89,3,48,2,(71:36)
89,3,78,3,(46:35)
89,3,68,3,(28:34)
89,3,65,3,(29:37)
89,3,75,3,(32:45)
89,3,63,3,(29:51)
89,3,79,3,(31:66)
89,3,76,3,(40:65)
89,3,58,2,(61:64)
89,3,49,2,(61:61)
89,3,61,3,(46:50)
89,3,73,3,(40:50)
89,3,70,3,(39:51)
89,3,71,3,(42:46)
89,3,62,3,(38:43)
89,3,69,3,(39:40)
90,0,97,4,(6:36)
90,0,16,0,(3:24)
90,0,10,0,(13:24)
90,0,3,0,(14:17)
90,0,4,0,(13:15)
90,0,19,0,(19:8)
90,0,11,0,(20:9)
90,0,2,0,(16:14)
90,0,1,0,(10:14)
90,0,15,0,(7:13)
90,0,17,0,(8:8)
90,0,18,0,(7:5)
90,0,0,0,(9:0)
90,0,7,0,(14:3)
90,0,9,0,(19:1)
90,0,14,0,(23:0)
90,0,8,0,(28:4)
90,0,5,0,(32:2)
90,0,12,0,(30:6)
90,0,6,0,(31:8)
91,2,47,2,(55:40)
91,2,42,2,(54:43)
91,2,50,2,(53:49)
91,2,53,2,(56:52)
91,2,44,2,(55:56)
91,2,56,2,(56:64)
91,2,58,2,(61:64)
91,2,49,2,(61:61)
91,2,54,2,(63:51)
91,2,43,2,(73:53)
91,2,57,2,(66:42)
91,2,48,2,(71:36)
91,2,59,2,(71:33)
91,2,55,2,(61:34)
91,2,25,1,(58:21)
91,2,29,1,(70:18)
91,2,26,1,(69:6)
91,2,38,1,(58:15)
91,2,39,1,(44:1)
91,2,28,1,(41:24)
92,1,28,1,(41:24)
92,1,20,1,(53:23)
92,1,36,1,(53:18)
92,1,30,1,(64:16)
92,1,29,1,(70:18)
92,1,23,1,(69:18)
92,1,32,1,(62:22)
92,1,21,1,(48:22)
92,1,37,1,(49:20)
92,1,31,1,(51:10)
92,1,27,1,(51:7)
92,1,35,1,(47:0)
92,1,39,1,(44:1)
92,1,6,0,(31:8)
92,1,8,0,(28:4)
92,1,9,0,(19:1)
92,1,18,0,(7:5)
92,1,89,4,(1:51)
92,1,98,4,(4:55)
92,1,79,3,(31:66)
93,4,69,3,(39:40)
93,4,77,3,(42:58)
93,4,75,3,(32:45)
93,4,95,4,(20:45)
93,4,84,4,(17:48)
93,4,82,4,(14:53)
93,4,83,4,(13:53)
93,4,85,4,(8:60)
93,4,88,4,(3:66)
93,4,90,4,(2:68)
93,4,86,4,(1:72)
93,4,87,4,(5:68)
93,4,99,4,(6:55)
93,4,80,4,(3:45)
93,4,92,4,(9:44)
93,4,96,4,(8:42)
93,4,97,4,(6:36)
93,4,68,3,(28:34)
93,4,66,3,(41:34)
93,4,78,3,(46:35)
94,3,60,3,(37:37)
94,3,62,3,(38:43)
94,3,70,3,(39:51)
94,3,73,3,(40:50)
94,3,61,3,(46:50)
94,3,50,2,(53:49)
94,3,71,3,(42:46)
94,3,74,3,(33:40)
94,3,67,3,(34:62)
94,3,79,3,(31:66)
94,3,76,3,(40:65)
94,3,64,3,(45:70)
94,3,56,2,(56:64)
94,3,58,2,(61:64)
94,3,48,2,(71:36)
94,3,55,2,(61:34)
94,3,38,1,(58:15)
94,3,39,1,(44:1)
94,3,19,0,(19:8)
94,3,65,3,(29:37)
95,0,99,4,(6:55)
95,0,98,4,(4:55)
95,0,89,4,(1:51)
95,0,16,0,(3:24)
95,0,10,0,(13:24)
95,0,3,0,(14:17)
95,0,7,0,(14:3)
95,0,18,0,(7:5)
95,0,17,0,(8:8)
95,0,13,0,(0:9)
95,0,15,0,(7:13)
95,0,1,0,(10:14)
95,0,4,0,(13:15)
95,0,11,0,(20:9)
95,0,9,0,(19:1)
95,0,14,0,(23:0)
95,0,8,0,(28:4)
95,0,5,0,(32:2)
95,0,12,0,(30:6)
95,0,6,0,(31:8)
96,2,39,1,(44:1)
96,2,37,1,(49:20)
96,2,38,1,(58:15)
96,2,26,1,(69:6)
96,2,29,1,(70:18)
96,2,59,2,(71:33)
96,2,48,2,(71:36)
96,2,46,2,(65:37)
96,2,57,2,(66:42)
96,2,43,2,(73:53)
96,2,45,2,(67:53)
96,2,54,2,(63:51)
96,2,49,2,(61:61)
96,2,58,2,(61:64)
96,2,56,2,(56:64)
96,2,51,2,(55:61)
96,2,44,2,(55:56)
96,2,53,2,(56:52)
96,2,42,2,(54:43)
96,2,55,2,(61:34)
97,1,78,3,(46:35)
97,1,28,1,(41:24)
97,1,21,1,(48:22)
97,1,20,1,(53:23)
97,1,36,1,(53:18)
97,1,25,1,(58:21)
97,1,32,1,(62:22)
97,1,22,1,(64:24)
97,1,30,1,(64:16)
97,1,34,1,(70:12)
97,1,31,1,(51:10)
97,1,27,1,(51:7)
97,1,35,1,(47:0)
97,1,8,0,(28:4)
97,1,12,0,(30:6)
97,1,19,0,(19:8)
97,1,0,0,(9:0)
97,1,88,4,(3:66)
97,1,99,4,(6:55)
97,1,69,3,(39:40)
98,4,68,3,(28:34)
98,4,97,4,(6:36)
98,4,96,4,(8:42)
98,4,92,4,(9:44)
98,4,95,4,(20:45)
98,4,84,4,(17:48)
98,4,82,4,(14:53)
98,4,83,4,(13:53)
98,4,85,4,(8:60)
98,4,98,4,(4:55)
98,4,89,4,(1:51)
98,4,81,4,(1:65)
98,4,88,4,(3:66)
98,4,87,4,(5:68)
98,4,86,4,(1:72)
98,4,94,4,(6:72)
98,4,93,4,(12:72)
98,4,79,3,(31:66)
98,4,77,3,(42:58)
98,4,71,3,(42:46)
99,3,60,3,(37:37)
99,3,66,3,(41:34)
99,3,78,3,(46:35)
99,3,47,2,(55:40)
99,3,48,2,(71:36)
99,3,49,2,(61:61)
99,3,58,2,(61:64)
99,3,56,2,(56:64)
99,3,76,3,(40:65)
99,3,67,3,(34:62)
99,3,77,3,(42:58)
99,3,61,3,(46:50)
99,3,73,3,(40:50)
99,3,70,3,(39:51)
99,3,63,3,(29:51)
